2026-06-15T13:35:01.975677,db4/pump/set,off
2026-06-15T13:35:02.912958,db4/pump/state,off
2026-06-15T13:35:03.329739,db4/temperature,24.297058
2026-06-15T13:35:03.329739,db4/od,0
2026-06-15T13:35:03.329739,db4/pump/state,off
2026-06-15T13:35:03.503928,db4/pump/set,on
2026-06-15T13:35:05.240132,db4/pump/state,on
2026-06-15T13:35:05.687476,db4/temperature,23.992066
2026-06-15T13:35:05.687476,db4/od,0
2026-06-15T13:35:05.692470,db4/pump/state,on
2026-06-15T13:35:07.540418,db4/pump/set,off
2026-06-15T13:35:08.146886,db4/temperature,23.618896
2026-06-15T13:35:08.151075,db4/od,0
2026-06-15T13:35:08.151075,db4/pump/state,on
2026-06-15T13:35:10.196191,db4/pump/state,off
2026-06-15T13:35:10.499913,db4/temperature,23.934174
2026-06-15T13:35:10.505440,db4/od,208
2026-06-15T13:35:10.510424,db4/pump/state,off
2026-06-15T13:35:13.064834,db4/temperature,24.140656
2026-06-15T13:35:13.067417,db4/od,458
2026-06-15T13:35:13.070468,db4/pump/state,off
2026-06-15T13:35:15.419156,db4/temperature,23.918884
2026-06-15T13:35:15.421786,db4/od,0
2026-06-15T13:35:15.424317,db4/pump/state,off
2026-06-15T13:35:17.880185,db4/temperature,24.573028
2026-06-15T13:35:17.884217,db4/od,0
2026-06-15T13:35:17.886781,db4/pump/state,off
2026-06-15T13:35:20.234223,db4/temperature,26.682006
2026-06-15T13:35:20.236064,db4/od,0
